,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome
33495,42,474,2,999,1,-1.8,92.893,-46.2,1.291,5099.1,7,1,1,0,0,0,0,6,3,0
31040,53,160,7,999,1,-1.8,92.893,-46.2,1.334,5099.1,0,1,6,1,0,0,0,6,4,0
17934,28,808,3,999,0,1.4,93.918,-42.7,4.961,5228.1,9,2,6,1,0,0,0,3,3,1
31288,36,317,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,9,2,6,0,2,0,0,6,4,0
35347,52,258,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,6,0,6,0,2,0,1,6,0,1
2252,40,160,3,999,0,1.1,93.994,-36.4,4.856,5191.0,3,2,6,0,0,0,1,6,3,1
22081,37,181,3,999,0,1.4,93.444,-36.1,4.964,5228.1,6,1,5,0,2,0,0,1,4,1
6163,39,405,1,999,0,1.1,93.994,-36.4,4.857,5191.0,10,2,2,1,2,0,1,6,3,1
12027,49,138,2,999,0,1.4,94.465,-41.8,4.955,5228.1,7,0,3,0,0,0,1,4,2,1
33397,33,225,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,2,0,0,1,1,0,6,3,1
17292,44,185,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,2,0,0,2,0,3,0,1
39618,44,201,2,999,1,-1.8,93.876,-40.0,0.682,5008.7,9,1,6,0,0,2,1,6,0,0
39660,29,216,1,3,3,-1.8,93.876,-40.0,0.683,5008.7,0,2,6,0,0,0,0,6,2,2
31535,34,83,4,999,0,-1.8,92.893,-46.2,1.327,5099.1,9,1,6,0,2,0,0,6,2,1
17030,26,447,4,999,0,1.4,93.918,-42.7,4.962,5228.1,9,2,6,0,0,0,1,3,2,1
1421,50,184,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,2,2,1,2,2,1,6,2,1
40700,23,502,1,999,1,-1.1,94.199,-37.5,0.879,4963.6,8,2,2,0,2,0,0,9,1,0
16311,51,209,3,999,0,1.4,93.918,-42.7,4.961,5228.1,3,1,2,0,0,0,0,3,3,1
3988,45,943,2,999,0,1.1,93.994,-36.4,4.858,5191.0,1,1,7,0,2,2,1,6,1,1
12387,40,615,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0,1,3,0,2,2,0,3,1,1
27126,29,206,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,9,2,3,0,2,2,0,7,0,1
31434,43,192,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,4,1,6,0,2,0,0,6,4,1
5411,37,57,5,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,1,0,0,1,6,0,1
13218,32,990,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,1,0,2,1,3,4,1
10843,48,321,2,999,0,1.4,94.465,-41.8,4.962,5228.1,9,1,5,1,2,0,1,4,4,1
35495,47,57,1,9,2,-1.8,92.893,-46.2,1.244,5099.1,4,1,3,0,0,0,0,6,1,0
30020,23,219,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,0,2,0,0,0,4,1
11380,47,60,6,999,0,1.4,94.465,-41.8,4.959,5228.1,7,0,0,0,2,0,1,4,0,1
9016,32,805,2,999,0,1.4,94.465,-41.8,4.866,5228.1,9,1,5,0,0,0,1,4,2,1
15009,32,317,1,999,0,1.4,93.918,-42.7,4.958,5228.1,1,1,1,1,2,0,0,3,2,1
21270,40,80,7,999,0,1.4,93.444,-36.1,4.963,5228.1,9,1,5,0,0,0,0,1,1,1
280,47,92,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,0,0,1,6,1,1
14815,23,435,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,3,0,0,0,0,3,4,1
27757,76,167,9,999,0,-1.8,92.843,-50.0,1.757,5099.1,5,1,6,0,0,2,0,5,2,1
14202,35,53,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,2,2,0,0,0,0,3,1,1
23109,50,131,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,3,0,0,0,0,1,3,1
4450,30,266,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,2,6,0,0,0,1,6,3,1
11325,33,149,3,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,2,0,0,0,1,4,2,1
38672,58,88,2,999,0,-3.4,92.649,-30.1,0.719,5017.5,4,1,0,0,0,0,0,7,4,1
17286,32,143,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,2,3,0,2,0,1,3,0,1
38260,80,242,1,999,2,-3.4,92.431,-26.9,0.742,5017.5,5,1,0,0,0,0,0,8,3,0
40020,39,25,1,14,1,-1.7,94.215,-40.3,0.79,4991.6,1,1,1,0,2,0,1,3,0,2
28292,38,284,1,999,1,-1.8,93.075,-47.1,1.445,5099.1,0,1,3,0,0,2,0,0,4,0
19538,52,118,1,999,0,1.4,93.444,-36.1,4.968,5228.1,4,1,6,1,2,2,0,1,2,1
16312,43,112,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,1,6,1,2,0,0,3,3,1
1175,35,220,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,1,2,0,0,2,1,6,2,1
38118,35,62,3,999,0,-3.4,92.379,-29.8,0.743,5017.5,9,1,6,0,2,2,0,9,2,1
20718,31,87,1,999,0,1.4,93.444,-36.1,4.965,5228.1,9,1,5,0,2,0,0,1,4,1
18443,36,110,6,999,0,1.4,93.918,-42.7,4.968,5228.1,9,1,3,0,0,0,1,3,2,1
26620,51,244,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,6,1,2,0,2,2,0,7,2,1
21001,30,107,4,999,0,1.4,93.444,-36.1,4.964,5228.1,9,1,5,0,0,0,0,1,2,1
21993,30,58,1,999,0,1.4,93.444,-36.1,4.964,5228.1,9,1,6,0,0,2,0,1,4,1
7781,30,360,2,999,0,1.4,94.465,-41.8,4.865,5228.1,7,1,3,0,0,0,1,4,1,1
2522,27,125,1,999,0,1.1,93.994,-36.4,4.856,5191.0,9,2,5,0,2,0,1,6,3,1
6350,56,240,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,1,2,0,1,6,3,1
18407,27,451,1,999,0,1.4,93.918,-42.7,4.968,5228.1,1,2,0,0,0,0,0,3,2,1
13406,34,411,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,3,0,2,2,0,3,4,1
32535,36,108,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,7,1,3,1,2,2,0,6,0,1
30877,52,57,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,1,3,0,0,0,0,6,3,1
34274,27,94,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0,2,6,0,0,0,0,6,2,1
25986,35,60,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1,6,0,2,0,0,7,4,1
897,37,221,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1,1,1,0,0,0,1,6,4,1
36333,43,395,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,1,1,2,0,2,0,0,4,3,1
35503,44,217,1,999,1,-1.8,92.893,-46.2,1.244,5099.1,0,1,1,0,0,0,0,6,1,0
25277,30,136,2,999,1,-0.1,93.2,-42.0,4.153,5195.8,1,1,2,0,2,0,0,7,3,0
7359,34,553,3,999,0,1.1,93.994,-36.4,4.864,5191.0,3,0,3,0,0,0,1,6,0,1
6016,24,185,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,3,0,0,0,1,6,3,1
20763,46,517,1,999,0,1.4,93.444,-36.1,4.965,5228.1,4,1,6,0,0,0,0,1,4,1
20238,34,1238,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,0,0,1,1,1
31665,28,609,1,11,1,-1.8,92.893,-46.2,1.327,5099.1,9,2,3,0,2,2,0,6,2,2
26992,39,442,4,999,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,6,0,2,0,1,7,2,1
28159,55,371,3,999,2,-1.8,93.075,-47.1,1.466,5099.1,9,1,5,0,2,0,0,0,1,0
7793,46,502,5,999,0,1.4,94.465,-41.8,4.865,5228.1,0,1,6,0,2,0,1,4,1,1
31236,31,84,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,9,2,7,0,2,0,0,6,4,0
26535,29,62,5,999,0,-0.1,93.2,-42.0,4.076,5195.8,2,1,6,0,0,0,0,7,2,1
21347,34,119,3,999,0,1.4,93.444,-36.1,4.963,5228.1,9,2,3,0,2,0,0,1,1,1
373,22,195,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,0,2,0,1,6,3,1
6868,27,191,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,0,0,1,6,4,1
38748,20,229,2,3,3,-3.4,92.649,-30.1,0.715,5017.5,8,2,3,0,0,0,0,7,4,2
33218,41,85,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,4,1,3,1,2,0,0,6,3,1
11756,41,8,31,999,0,1.4,94.465,-41.8,4.959,5228.1,1,1,2,1,0,0,1,4,0,1
28617,54,266,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,1,1,0,0,0,0,0,0,4,1
17896,58,597,5,999,0,1.4,93.918,-42.7,4.961,5228.1,3,1,6,0,2,0,0,3,3,1
10279,56,123,2,999,0,1.4,94.465,-41.8,4.96,5228.1,3,0,0,1,0,0,1,4,1,1
23271,30,105,4,999,0,1.4,93.444,-36.1,4.964,5228.1,9,2,5,0,0,0,0,1,4,1
18384,40,217,3,999,0,1.4,93.918,-42.7,4.968,5228.1,1,2,2,0,2,0,0,3,2,1
33454,28,328,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,4,1,2,0,2,0,0,6,3,1
2455,58,518,1,999,0,1.1,93.994,-36.4,4.856,5191.0,5,1,5,1,0,2,1,6,3,1
14845,37,684,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,2,0,2,0,0,3,4,1
3754,38,323,1,999,0,1.1,93.994,-36.4,4.859,5191.0,7,1,3,1,2,0,1,6,0,1
8888,39,370,2,999,0,1.4,94.465,-41.8,4.866,5228.1,0,1,6,0,0,0,1,4,2,1
19075,46,92,1,999,0,1.4,93.444,-36.1,4.968,5228.1,9,1,5,0,0,0,0,1,3,1
935,54,328,2,999,0,1.1,93.994,-36.4,4.856,5191.0,4,1,3,1,2,2,1,6,4,1
22017,56,687,2,999,0,1.4,93.444,-36.1,4.964,5228.1,5,1,0,1,0,0,0,1,4,1
3560,46,93,1,999,0,1.1,93.994,-36.4,4.859,5191.0,7,1,0,1,0,0,1,6,0,1
28937,38,612,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,1,2,0,2,0,0,0,0,0
6478,32,163,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,0,0,1,6,4,1
23765,35,136,1,999,0,1.4,93.444,-36.1,4.962,5228.1,9,1,3,0,2,2,0,1,2,1
22040,50,237,12,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,0,0,0,1,1,4,1
14826,47,318,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,1,2,0,0,3,4,1
31639,30,252,1,999,1,-1.8,92.893,-46.2,1.327,5099.1,1,1,0,0,0,0,0,6,2,0
21235,29,36,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1,3,0,2,2,0,1,1,1
40357,30,592,3,999,1,-1.7,94.027,-38.3,0.899,4991.6,8,2,3,0,0,0,0,1,3,0
6766,35,330,5,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,0,1,6,4,1
37447,42,96,1,999,1,-2.9,92.201,-31.4,0.879,5076.2,9,1,5,0,0,0,0,1,4,0
31376,39,482,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,0,2,1,0,0,0,6,4,1
17521,49,97,1,999,0,1.4,93.918,-42.7,4.962,5228.1,9,2,6,1,0,0,1,3,1,1
7607,34,66,2,999,0,1.1,93.994,-36.4,4.864,5191.0,4,1,6,0,0,0,1,6,0,1
10281,34,146,3,999,0,1.4,94.465,-41.8,4.96,5228.1,0,1,6,0,0,0,1,4,1,1
35246,31,22,7,999,1,-1.8,92.893,-46.2,1.25,5099.1,1,1,2,0,2,0,1,6,0,0
33506,34,61,4,999,0,-1.8,92.893,-46.2,1.291,5099.1,9,2,6,0,0,0,0,6,3,1
4329,36,124,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,3,0,2,2,1,6,3,1
15199,28,171,8,999,0,1.4,93.918,-42.7,4.958,5228.1,0,2,2,1,0,0,1,3,2,1
6631,25,149,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,0,1,6,4,1
12059,58,181,1,999,0,1.4,94.465,-41.8,4.947,5228.1,7,1,3,0,0,0,1,4,0,1
24469,31,984,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,9,2,6,0,2,0,0,7,1,1
17587,57,118,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,6,0,2,0,0,3,1,1
11190,42,53,1,999,0,1.4,94.465,-41.8,4.961,5228.1,7,1,7,0,2,0,1,4,2,1
23472,57,104,5,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,1,0,0,0,1,4,1
23671,39,23,17,999,0,1.4,93.444,-36.1,4.962,5228.1,9,0,5,0,2,0,0,1,2,1
6915,40,203,1,999,0,1.1,93.994,-36.4,4.86,5191.0,9,1,2,0,2,0,1,6,2,1
22904,30,731,3,999,0,1.4,93.444,-36.1,4.965,5228.1,9,0,6,0,0,0,0,1,1,1
19727,34,385,4,999,0,1.4,93.444,-36.1,4.968,5228.1,9,2,6,0,2,0,0,1,2,1
10908,39,310,1,999,0,1.4,94.465,-41.8,4.962,5228.1,1,0,2,0,2,0,1,4,4,1
13158,51,420,1,999,0,1.4,93.918,-42.7,4.962,5228.1,4,1,6,0,2,0,0,3,4,1
1623,33,21,1,999,0,1.1,93.994,-36.4,4.855,5191.0,4,1,6,0,0,0,1,6,0,1
1229,35,82,1,999,0,1.1,93.994,-36.4,4.855,5191.0,11,2,0,1,0,0,1,6,2,1
27289,41,1074,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,3,1,3,0,2,0,1,7,0,1
2282,46,98,1,999,0,1.1,93.994,-36.4,4.856,5191.0,4,2,6,0,0,0,1,6,3,1
3906,35,55,3,999,0,1.1,93.994,-36.4,4.858,5191.0,6,0,2,0,0,2,1,6,1,1
34660,41,226,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,9,1,5,0,0,2,0,6,2,1
33652,36,211,3,999,1,-1.8,92.893,-46.2,1.281,5099.1,1,0,2,1,0,0,0,6,4,0
14152,27,189,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,2,2,0,2,0,0,3,1,1
5985,28,185,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,3,0,2,0,1,6,3,1
35373,31,211,6,999,1,-1.8,92.893,-46.2,1.25,5099.1,7,1,3,0,2,0,0,6,0,0
4864,30,85,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,1,3,0,2,0,1,6,4,1
2445,38,76,1,999,0,1.1,93.994,-36.4,4.856,5191.0,9,1,5,0,2,0,1,6,3,1
22858,52,42,3,999,0,1.4,93.444,-36.1,4.965,5228.1,1,1,2,0,2,0,0,1,1,1
28999,35,172,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,7,0,0,0,0,0,0,1
18142,24,74,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1,2,2,0,2,0,0,3,4,1
39673,41,338,3,999,1,-1.8,93.876,-40.0,0.684,5008.7,0,1,6,0,2,0,1,6,0,0
28252,59,353,4,999,0,-1.8,93.075,-47.1,1.453,5099.1,5,1,0,0,0,0,1,0,3,1
40558,37,729,1,999,1,-1.1,94.199,-37.5,0.886,4963.6,0,1,6,0,2,0,0,9,4,0
2855,35,38,1,999,0,1.1,93.994,-36.4,4.859,5191.0,7,1,3,0,0,0,1,6,4,1
7181,49,637,3,999,0,1.1,93.994,-36.4,4.86,5191.0,4,1,0,0,2,0,1,6,2,1
23655,48,85,2,999,0,1.4,93.444,-36.1,4.962,5228.1,1,1,2,0,2,2,0,1,2,1
15176,29,353,3,999,0,1.4,93.918,-42.7,4.958,5228.1,1,2,3,0,0,0,0,3,2,1
8058,30,290,1,999,0,1.4,94.465,-41.8,4.865,5228.1,9,1,5,0,2,0,1,4,1,1
31671,29,302,1,999,1,-1.8,92.893,-46.2,1.327,5099.1,7,1,2,0,2,0,0,6,2,0
5362,51,76,4,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,0,1,6,0,1
17510,36,719,2,999,0,1.4,93.918,-42.7,4.962,5228.1,7,2,3,0,0,0,0,3,1,1
11322,46,563,2,999,0,1.4,94.465,-41.8,4.961,5228.1,2,1,6,1,2,0,1,4,2,1
27729,28,320,1,999,0,-1.8,92.843,-50.0,1.799,5099.1,8,2,2,0,2,0,0,5,3,1
13770,37,171,1,999,0,1.4,93.918,-42.7,4.963,5228.1,6,1,2,0,2,2,0,3,2,1
13375,36,295,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,3,0,2,0,0,3,4,1
33639,55,254,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,0,0,1,2,0,0,6,4,1
12661,28,576,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,0,2,2,0,3,1,1
24499,31,182,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,6,2,6,0,2,2,0,7,1,1
18333,40,106,4,999,0,1.4,93.918,-42.7,4.968,5228.1,0,1,2,0,2,0,0,3,2,1
6689,35,294,3,999,0,1.1,93.994,-36.4,4.857,5191.0,7,0,5,0,2,2,1,6,4,1
7900,55,354,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1,1,5,1,2,2,1,4,1,1
14221,36,319,3,999,0,1.4,93.918,-42.7,4.962,5228.1,9,0,5,0,0,0,0,3,1,1
15484,31,143,7,999,0,1.4,93.918,-42.7,4.957,5228.1,9,0,3,0,0,0,0,3,0,1
39563,28,97,1,999,1,-1.8,93.749,-34.6,0.663,5008.7,9,2,6,0,0,2,0,0,0,0
4755,49,97,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,1,1,0,2,0,1,6,4,1
16997,51,870,3,999,0,1.4,93.918,-42.7,4.962,5228.1,3,0,3,0,2,0,0,3,2,1
1693,49,210,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,1,1,1,2,0,1,6,0,1
23077,59,92,2,999,0,1.4,93.444,-36.1,4.965,5228.1,4,1,6,0,2,0,0,1,3,1
32980,46,386,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,1,2,0,2,2,1,6,1,1
24439,53,166,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,7,1,3,0,0,0,0,7,1,0
24311,55,330,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,4,1,0,0,0,0,0,7,1,1
24762,40,55,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,6,1,2,0,0,0,0,7,3,0
5598,51,167,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,1,1,1,1,6,1,1
32516,35,348,4,999,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,6,0,2,0,0,6,0,1
35821,41,263,3,999,0,-1.8,92.893,-46.2,1.244,5099.1,9,2,3,0,2,0,0,6,1,1
36749,43,131,4,999,1,-2.9,92.963,-40.8,1.281,5076.2,1,1,1,0,2,0,0,4,1,0
35470,38,15,9,999,0,-1.8,92.893,-46.2,1.244,5099.1,9,2,5,0,2,2,0,6,1,1
27108,42,195,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,6,0,2,0,0,7,0,1
22453,56,157,4,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,7,0,2,0,0,1,0,1
34916,45,300,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,0,1,6,0,2,2,0,6,0,1
38834,19,132,2,3,2,-3.4,92.649,-30.1,0.714,5017.5,8,2,7,0,0,0,0,7,1,2
15974,25,184,21,999,0,1.4,93.918,-42.7,4.96,5228.1,0,2,3,0,0,0,1,3,1,1
34114,29,173,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,1,2,0,2,0,0,6,4,1
1286,35,74,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,1,2,0,2,0,1,6,2,1
21381,31,139,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,6,0,0,0,0,1,3,1
23135,48,124,2,999,0,1.4,93.444,-36.1,4.965,5228.1,9,1,6,0,0,0,0,1,3,1
12314,40,217,1,999,0,1.4,93.918,-42.7,4.959,5228.1,1,2,3,0,0,0,1,3,0,1
23228,29,2089,6,999,0,1.4,93.444,-36.1,4.965,5228.1,7,1,5,1,2,0,0,1,3,1
32829,27,207,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,2,1,6,0,2,0,0,6,1,0
13019,28,378,1,999,0,1.4,93.918,-42.7,4.962,5228.1,7,1,3,0,0,2,0,3,3,1
18322,42,53,10,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,0,3,4,1
13379,38,304,1,999,0,1.4,93.918,-42.7,4.962,5228.1,7,1,3,1,0,0,1,3,4,1
11660,44,40,3,999,0,1.4,94.465,-41.8,4.959,5228.1,7,1,3,0,2,0,1,4,0,1
31496,42,458,3,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,1,1,1,2,0,0,6,4,1
24366,45,96,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,7,0,3,0,2,2,0,7,1,1
28949,32,462,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,2,0,0,0,0,0,0,1
25084,35,134,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,0,2,0,2,0,0,7,3,1
33498,43,317,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,1,0,0,2,2,0,6,3,1
39188,31,172,2,999,0,-1.8,93.369,-34.8,0.653,5008.7,9,2,5,0,0,0,0,5,0,1
3340,48,225,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,6,0,2,0,1,6,2,1
11588,27,134,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0,2,6,0,0,0,1,4,0,1
15467,25,259,3,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,3,0,2,0,0,3,0,1
11469,37,21,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1,3,1,2,0,1,4,0,1
23513,31,13,9,999,0,1.4,93.444,-36.1,4.962,5228.1,0,2,6,0,0,0,0,1,2,1
27973,33,351,3,999,0,-1.8,93.075,-47.1,1.498,5099.1,1,1,1,0,2,0,0,0,4,1
11048,41,378,2,999,0,1.4,94.465,-41.8,4.962,5228.1,1,1,2,0,0,0,1,4,4,1
7470,47,604,2,999,0,1.1,93.994,-36.4,4.864,5191.0,1,1,1,1,2,0,1,6,0,1
38784,56,150,1,999,1,-3.4,92.649,-30.1,0.714,5017.5,1,0,0,0,0,0,0,7,2,0
2557,40,481,3,999,0,1.1,93.994,-36.4,4.856,5191.0,1,1,1,1,2,0,1,6,3,1
5372,41,211,3,999,0,1.1,93.994,-36.4,4.857,5191.0,7,0,7,0,0,0,1,6,0,1
4312,41,171,1,999,0,1.1,93.994,-36.4,4.856,5191.0,7,1,3,1,2,0,1,6,3,1
25786,48,105,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,2,3,0,2,0,0,7,4,0
16505,32,183,1,999,0,1.4,93.918,-42.7,4.963,5228.1,9,1,5,0,0,2,0,3,4,1
2187,25,41,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,0,1,6,1,1
23001,38,19,11,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,2,0,0,1,3,1
25752,32,135,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,8,2,6,0,2,0,0,7,4,1
37061,44,576,1,999,0,-2.9,92.469,-33.6,1.029,5076.2,1,2,7,0,2,0,1,3,4,1
8349,57,43,5,999,0,1.4,94.465,-41.8,4.864,5228.1,1,1,0,1,2,0,1,4,3,1
10468,36,375,2,999,0,1.4,94.465,-41.8,4.96,5228.1,0,1,6,0,1,1,1,4,1,1
10162,44,541,17,999,0,1.4,94.465,-41.8,4.958,5228.1,0,2,6,0,2,0,1,4,2,1
1718,32,213,2,999,0,1.1,93.994,-36.4,4.855,5191.0,7,1,3,0,0,0,1,6,0,1
6994,37,155,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,0,2,1,6,2,1
13857,24,304,1,999,0,1.4,93.918,-42.7,4.963,5228.1,8,2,0,0,0,0,0,3,0,1
10139,42,81,1,999,0,1.4,94.465,-41.8,4.958,5228.1,9,1,5,1,0,0,1,4,2,1
6593,38,105,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,0,2,0,1,6,4,1
22335,34,239,3,999,0,1.4,93.444,-36.1,4.963,5228.1,9,1,5,1,2,0,0,1,2,1
39058,76,330,2,4,2,-3.0,92.713,-33.0,0.712,5023.5,5,1,6,0,2,2,0,2,2,2
1657,25,498,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,1,3,0,0,0,1,6,0,1
25842,36,231,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,9,1,5,0,2,0,0,7,4,1
37947,45,204,1,999,0,-3.4,92.379,-29.8,0.803,5017.5,0,2,3,0,0,0,0,9,0,1
8902,42,280,1,999,0,1.4,94.465,-41.8,4.866,5228.1,1,1,7,1,2,0,1,4,2,1
1189,46,541,3,999,0,1.1,93.994,-36.4,4.855,5191.0,1,2,2,0,2,0,1,6,2,1
28984,29,268,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,2,2,6,0,2,2,0,0,0,0
2178,57,166,2,999,0,1.1,93.994,-36.4,4.857,5191.0,5,2,3,0,0,0,1,6,1,1
36970,32,590,1,999,2,-2.9,92.469,-33.6,1.072,5076.2,6,2,6,0,0,0,0,3,2,0
30144,44,109,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,1,6,0,0,0,0,0,2,1
30153,35,412,1,5,1,-1.8,93.075,-47.1,1.365,5099.1,7,1,3,0,2,0,0,0,2,2
5318,31,364,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,2,0,1,6,0,1
37432,44,113,1,999,0,-2.9,92.201,-31.4,0.879,5076.2,0,1,6,0,2,0,0,1,4,1
5305,37,773,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,2,0,1,6,0,1
32567,27,88,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,3,0,0,0,0,6,1,1
429,31,276,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,1,0,0,1,6,3,1
13924,27,186,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,1,0,2,0,0,3,0,1
37660,32,363,1,999,0,-2.9,92.201,-31.4,0.859,5076.2,7,1,3,0,0,0,0,1,3,1
34296,35,350,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,7,2,3,0,0,0,0,6,2,1
39887,24,344,1,999,0,-1.7,94.055,-39.8,0.729,4991.6,8,2,3,0,2,2,0,4,2,1
10321,57,80,4,999,0,1.4,94.465,-41.8,4.96,5228.1,7,0,3,1,2,0,1,4,1,1
17086,31,298,1,999,0,1.4,93.918,-42.7,4.962,5228.1,6,1,6,0,2,0,0,3,0,1
29572,33,335,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,1,2,1,2,0,0,0,1,0
21825,42,127,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0,2,3,0,0,0,0,1,4,1
23750,60,56,10,999,0,1.4,93.444,-36.1,4.962,5228.1,5,1,3,0,0,0,0,1,2,1
